word|count|in title 1|% 1|in title 1 diff|in title 2|% 2|attribute type
12'x24'|13|0|0.00%|13|0|0.00%|[]
neoprene|13|0|0.00%|13|0|0.00%|[]
5525|13|0|0.00%|13|0|0.00%|[]
wilmarut|13|0|0.00%|13|0|0.00%|[]
adirondac,|13|0|0.00%|13|0|0.00%|[]
pishinges|13|0|0.00%|13|0|0.00%|[]
floodlight,|13|0|0.00%|13|0|0.00%|[]
conctete|13|0|0.00%|13|0|0.00%|[]
lught|13|0|0.00%|13|0|0.00%|[]
connectorsa|13|0|0.00%|13|0|0.00%|[]
outsde|13|0|0.00%|13|0|0.00%|[]
ergo|13|0|0.00%|13|0|0.00%|[]
bprder|13|0|0.00%|13|0|0.00%|[]
elecetrity|13|0|0.00%|13|0|0.00%|[]
3000seriestruease|13|0|0.00%|13|0|0.00%|[]
eve|13|0|0.00%|13|0|0.00%|[]
diatemaceous|13|0|0.00%|13|0|0.00%|[]
refrigeratorators|13|0|0.00%|13|0|0.00%|[]
withe|13|0|0.00%|13|0|0.00%|[]
expsnsion|13|0|0.00%|13|0|0.00%|[]
jigsaww|13|0|0.00%|13|0|0.00%|[]
32,|13|0|0.00%|13|0|0.00%|[]
topped|13|0|0.00%|13|0|0.00%|[]
assorment|13|0|0.00%|13|0|0.00%|[]
ince|13|0|0.00%|13|0|0.00%|[]
cohort|13|0|0.00%|13|0|0.00%|[]
sendero|13|0|0.00%|13|0|0.00%|[]
pricepfister|13|0|0.00%|13|0|0.00%|[]
fan/light|13|0|0.00%|13|0|0.00%|[]
preventative|13|0|0.00%|13|0|0.00%|['Paint/Stain/Waterproofer Product Type', 'Paint Product Type']
transome|13|0|0.00%|13|0|0.00%|[]
6x3|13|0|0.00%|13|0|0.00%|[]
rutic|13|0|0.00%|13|0|0.00%|[]
6pnl|13|0|0.00%|13|0|0.00%|[]
maze|13|0|0.00%|13|0|0.00%|[]
paxair|13|0|0.00%|13|0|0.00%|[]
mta|13|0|0.00%|13|0|0.00%|[]
transormations|13|0|0.00%|13|0|0.00%|[]
4prong|13|0|0.00%|13|0|0.00%|[]
demo|13|0|0.00%|13|0|0.00%|[]
away|13|0|0.00%|13|0|0.00%|[]
distributions|13|0|0.00%|13|0|0.00%|[]
flurescent|13|0|0.00%|13|0|0.00%|[]
pantries|13|0|0.00%|13|0|0.00%|[]
lathing|13|0|0.00%|13|0|0.00%|[]
1610|13|0|0.00%|13|0|0.00%|[]
nadair|13|0|0.00%|13|0|0.00%|[]
model:|13|0|0.00%|13|0|0.00%|[]
nylin|13|0|0.00%|13|0|0.00%|[]
milimet|13|0|0.00%|13|0|0.00%|[]
bacco|13|0|0.00%|13|0|0.00%|[]
8x8x4|13|0|0.00%|13|0|0.00%|[]
europa|13|0|0.00%|13|0|0.00%|[]
galllon|13|0|0.00%|13|0|0.00%|[]
temporary|13|0|0.00%|13|0|0.00%|[]
warner|13|0|0.00%|13|0|0.00%|[]
dewall|13|0|0.00%|13|0|0.00%|[]
49x97x.25|13|0|0.00%|13|0|0.00%|[]
ubs|13|0|0.00%|13|0|0.00%|[]
krass|13|0|0.00%|13|0|0.00%|[]
acuria|13|0|0.00%|13|0|0.00%|[]
refregirator|13|0|0.00%|13|0|0.00%|[]
inflatables|13|0|0.00%|13|0|0.00%|['Christmas Outdoor Decor Product Type']
dusk/dawn|13|0|0.00%|13|0|0.00%|[]
cuplings|13|0|0.00%|13|0|0.00%|[]
enable|13|0|0.00%|13|0|0.00%|[]
l18v|13|0|0.00%|13|0|0.00%|[]
hamptom|13|0|0.00%|13|0|0.00%|[]
daylillies|13|0|0.00%|13|0|0.00%|[]
walmound|13|0|0.00%|13|0|0.00%|[]
kidcraft|13|0|0.00%|13|0|0.00%|[]
role|13|0|0.00%|13|0|0.00%|[]
28x32|13|0|0.00%|13|0|0.00%|[]
wateting|13|0|0.00%|13|0|0.00%|[]
connectorv|13|0|0.00%|13|0|0.00%|[]
ppes|13|0|0.00%|13|0|0.00%|[]
751|13|0|0.00%|13|0|0.00%|[]
mast5er|13|0|0.00%|13|0|0.00%|[]
crews|13|0|0.00%|13|0|0.00%|[]
pembria|13|0|0.00%|13|0|0.00%|[]
processors|13|0|0.00%|13|0|0.00%|[]
2/3|13|0|0.00%|13|0|0.00%|[]
survelliance|13|0|0.00%|13|0|0.00%|[]
bluwood|13|0|0.00%|13|0|0.00%|[]
g135|13|0|0.00%|13|0|0.00%|[]
coulpler|13|0|0.00%|13|0|0.00%|[]
cabinetwithouttops|13|0|0.00%|13|0|0.00%|[]
sleds|13|0|0.00%|13|0|0.00%|[]
0.875|13|0|0.00%|13|0|0.00%|[]
masks|13|0|0.00%|13|0|0.00%|['Paint Product Type', 'Safety & Accessories Product Type']
transformet|13|0|0.00%|13|0|0.00%|[]
prito|13|0|0.00%|13|0|0.00%|[]
postes|13|0|0.00%|13|0|0.00%|[]
sealparts|13|0|0.00%|13|0|0.00%|[]
resurfacing|13|0|0.00%|13|0|0.00%|[]
conditioner/heater|13|0|0.00%|13|0|0.00%|[]
browel|13|0|0.00%|13|0|0.00%|[]
plastix|13|0|0.00%|13|0|0.00%|[]
27.6|13|0|0.00%|13|0|0.00%|[]
pcck602l2|13|0|0.00%|13|0|0.00%|[]
samsungelectric|13|0|0.00%|13|0|0.00%|[]
strainers|13|0|0.00%|13|0|0.00%|[]
cement,|13|0|0.00%|13|0|0.00%|['Bullet03']
nickl|13|0|0.00%|13|0|0.00%|[]
repacement|13|0|0.00%|13|0|0.00%|[]
pipce|13|0|0.00%|13|0|0.00%|[]
tikles|13|0|0.00%|13|0|0.00%|[]
vinylcove|13|0|0.00%|13|0|0.00%|[]
rood|13|0|0.00%|13|0|0.00%|[]
spiked|13|0|0.00%|13|0|0.00%|[]
icc-22|13|0|0.00%|13|0|0.00%|[]
3460|13|0|0.00%|13|0|0.00%|[]
84x110|13|0|0.00%|13|0|0.00%|[]
wjth|13|0|0.00%|13|0|0.00%|[]
dollies|13|0|0.00%|13|0|0.00%|['Storage Product Type']
prebuilt|13|0|0.00%|13|0|0.00%|[]
toilest|13|0|0.00%|13|0|0.00%|[]
4-5|13|0|0.00%|13|0|0.00%|[]
peelets|13|0|0.00%|13|0|0.00%|[]
rumbl;estone|13|0|0.00%|13|0|0.00%|[]
flexlock|13|0|0.00%|13|0|0.00%|[]
rodiron|13|0|0.00%|13|0|0.00%|[]
insided|13|0|0.00%|13|0|0.00%|[]
yardman|13|0|0.00%|13|0|0.00%|[]
stipper|13|0|0.00%|13|0|0.00%|[]
newtone|13|0|0.00%|13|0|0.00%|[]
recep|13|0|0.00%|13|0|0.00%|[]
sante|13|0|0.00%|13|0|0.00%|[]
flexiblr|13|0|0.00%|13|0|0.00%|[]
secutity|13|0|0.00%|13|0|0.00%|[]
nup|13|0|0.00%|13|0|0.00%|[]
nich|13|0|0.00%|13|0|0.00%|[]
foor|13|0|0.00%|13|0|0.00%|[]
seymore|13|0|0.00%|13|0|0.00%|[]
p0012c|13|0|0.00%|13|0|0.00%|[]
fpv|13|0|0.00%|13|0|0.00%|[]
18cu|13|0|0.00%|13|0|0.00%|[]
valvu|13|0|0.00%|13|0|0.00%|[]
ppanel|13|0|0.00%|13|0|0.00%|[]
1/4-2|13|0|0.00%|13|0|0.00%|[]
ceeling|13|0|0.00%|13|0|0.00%|[]
line,|13|0|0.00%|13|0|0.00%|[]
sotc|13|0|0.00%|13|0|0.00%|[]
hensley|13|0|0.00%|13|0|0.00%|[]
50ft|13|0|0.00%|13|0|0.00%|[]
choices|13|0|0.00%|13|0|0.00%|[]
lgas|13|0|0.00%|13|0|0.00%|[]
qwik|13|0|0.00%|13|0|0.00%|[]
rosettes|13|0|0.00%|13|0|0.00%|[]
mivrowave|13|0|0.00%|13|0|0.00%|[]
cas|13|0|0.00%|13|0|0.00%|[]
softlite|13|0|0.00%|13|0|0.00%|[]
1-3|13|0|0.00%|13|0|0.00%|[]
wood/metal|13|0|0.00%|13|0|0.00%|[]
kitch|13|0|0.00%|13|0|0.00%|[]
scree|13|0|0.00%|13|0|0.00%|[]
refrigerator/wine|13|0|0.00%|13|0|0.00%|[]
3125s|13|0|0.00%|13|0|0.00%|[]
waddles|13|0|0.00%|13|0|0.00%|[]
tightener|13|0|0.00%|13|0|0.00%|[]
powerd|13|0|0.00%|13|0|0.00%|[]
refrigerater|13|0|0.00%|13|0|0.00%|[]
10$|13|0|0.00%|13|0|0.00%|[]
35x58|13|0|0.00%|13|0|0.00%|[]
blong|13|0|0.00%|13|0|0.00%|[]
vigaro|13|0|0.00%|13|0|0.00%|[]
fld420|13|0|0.00%|13|0|0.00%|[]
41x41|13|0|0.00%|13|0|0.00%|[]
ha,,er|13|0|0.00%|13|0|0.00%|[]
underhood|13|0|0.00%|13|0|0.00%|[]
bilt|13|0|0.00%|13|0|0.00%|[]
1half|13|0|0.00%|13|0|0.00%|[]
jimmy|13|0|0.00%|13|0|0.00%|[]
bostic|13|0|0.00%|13|0|0.00%|[]
nozzles|13|0|0.00%|13|0|0.00%|['Bullet03', 'Bullet01']
shafe|13|0|0.00%|13|0|0.00%|[]
brayer|13|0|0.00%|13|0|0.00%|[]
weman|13|0|0.00%|13|0|0.00%|[]
math|13|0|0.00%|13|0|0.00%|[]
sement|13|0|0.00%|13|0|0.00%|[]
polygroup|13|0|0.00%|13|0|0.00%|[]
271/2|13|0|0.00%|13|0|0.00%|[]
34x18x12|13|0|0.00%|13|0|0.00%|[]
2pice|13|0|0.00%|13|0|0.00%|[]
padspads|13|0|0.00%|13|0|0.00%|[]
premiere|13|0|0.00%|13|0|0.00%|[]
chibli|13|0|0.00%|13|0|0.00%|[]
swc2801n|13|0|0.00%|13|0|0.00%|[]
neiko|13|0|0.00%|13|0|0.00%|[]
refigrator|13|0|0.00%|13|0|0.00%|[]
lumionaire|13|0|0.00%|13|0|0.00%|[]
9drain|13|0|0.00%|13|0|0.00%|[]
1.00x30|13|0|0.00%|13|0|0.00%|[]
pair|13|0|0.00%|13|0|0.00%|[]
25333|13|0|0.00%|13|0|0.00%|[]
cornershower|13|0|0.00%|13|0|0.00%|[]
1649|13|0|0.00%|13|0|0.00%|[]
lspacers|13|0|0.00%|13|0|0.00%|[]
retiner|13|0|0.00%|13|0|0.00%|[]
suspender|13|0|0.00%|13|0|0.00%|[]
switcht|13|0|0.00%|13|0|0.00%|[]
splenda|13|0|0.00%|13|0|0.00%|[]
ultrta|13|0|0.00%|13|0|0.00%|[]
hazmat|13|0|0.00%|13|0|0.00%|[]
concreate|13|0|0.00%|13|0|0.00%|[]
bellbox|13|0|0.00%|13|0|0.00%|[]
ac-536|13|0|0.00%|13|0|0.00%|[]
brentwood|13|0|0.00%|13|0|0.00%|[]
oped|13|0|0.00%|13|0|0.00%|[]
wastebasket|13|0|0.00%|13|0|0.00%|[]
feerzer|13|0|0.00%|13|0|0.00%|[]
gv7000c|13|0|0.00%|13|0|0.00%|[]
cermic|13|0|0.00%|13|0|0.00%|[]
80x30|13|0|0.00%|13|0|0.00%|[]
etch|13|0|0.00%|13|0|0.00%|[]
sipcovers|13|0|0.00%|13|0|0.00%|[]
20k|13|0|0.00%|13|0|0.00%|[]
ryobl|13|0|0.00%|13|0|0.00%|[]
royobi|13|0|0.00%|13|0|0.00%|[]
akc|13|0|0.00%|13|0|0.00%|[]
tenex|13|0|0.00%|13|0|0.00%|[]
bouganvilla|13|0|0.00%|13|0|0.00%|[]
helti|13|0|0.00%|13|0|0.00%|[]
t6g|13|0|0.00%|13|0|0.00%|[]
auqatic|13|0|0.00%|13|0|0.00%|[]
1'x12x12|13|0|0.00%|13|0|0.00%|[]
cilynder|13|0|0.00%|13|0|0.00%|[]
plaers|13|0|0.00%|13|0|0.00%|[]
garlend|13|0|0.00%|13|0|0.00%|[]
36x38|13|0|0.00%|13|0|0.00%|[]
gaperaser|13|0|0.00%|13|0|0.00%|[]
pedelal|13|0|0.00%|13|0|0.00%|[]
dowels|13|0|0.00%|13|0|0.00%|[]
sub-panel|13|0|0.00%|13|0|0.00%|[]
unsulation|13|0|0.00%|13|0|0.00%|[]
individual|13|0|0.00%|13|0|0.00%|[]
4835-38|13|0|0.00%|13|0|0.00%|[]
coucg|13|0|0.00%|13|0|0.00%|[]
gutter,|13|0|0.00%|13|0|0.00%|[]
ho|13|0|0.00%|13|0|0.00%|[]
mesquito|13|0|0.00%|13|0|0.00%|[]
45410|13|0|0.00%|13|0|0.00%|[]
sharpner|13|0|0.00%|13|0|0.00%|[]
30gallon|13|0|0.00%|13|0|0.00%|[]
22vr75|13|0|0.00%|13|0|0.00%|[]
't'|13|0|0.00%|13|0|0.00%|[]
fireproof|13|0|0.00%|13|0|0.00%|[]
61'|13|0|0.00%|13|0|0.00%|[]
adk|13|0|0.00%|13|0|0.00%|[]
operation|13|0|0.00%|13|0|0.00%|['Bullet08']
ply|14|1|7.14%|13|11|78.57%|['Number of plys']
action|14|1|7.14%|13|1|7.14%|['Bullet01']
weeder|14|1|7.14%|13|1|7.14%|[]
industries|14|1|7.14%|13|1|7.14%|['MFG Brand Name']
tidewater|14|1|7.14%|13|1|7.14%|[]
8.8|14|1|7.14%|13|1|7.14%|['Capacity (cu. Ft.) - Freezer', 'Bullet01']
vessels|14|1|7.14%|13|1|7.14%|['Bullet05']
indicator|14|1|7.14%|13|1|7.14%|['Bullet01']
smartside|14|1|7.14%|13|1|7.14%|['MFG Brand Name']
ducted|15|2|13.33%|13|6|40.00%|[]
locksets|15|2|13.33%|13|4|26.67%|[]
climbing|15|2|13.33%|13|2|13.33%|[]
ell|15|2|13.33%|13|2|13.33%|[]
levelers|15|2|13.33%|13|2|13.33%|[]
noble|15|2|13.33%|13|2|13.33%|['Bullet02']
1.2|15|2|13.33%|13|2|13.33%|['Amperage (amps)']
compactors|15|2|13.33%|13|2|13.33%|[]
outage|15|2|13.33%|13|2|13.33%|['Bullet01']
160mm|15|2|13.33%|13|2|13.33%|['Bullet05', 'Bullet01']
xl|15|2|13.33%|13|2|13.33%|['Bullet06']
shields|15|2|13.33%|13|2|13.33%|[]
close|16|3|18.75%|13|15|93.75%|[]
16.5|16|3|18.75%|13|12|75.00%|['Wattage (watts)', 'Product Height (in.)']
ashburn|16|3|18.75%|13|3|18.75%|[]
24.5|16|3|18.75%|13|3|18.75%|['Bullet09', 'Capacity (cu. ft.) - Refrigerators', 'Capacity (cu. Ft.) - Total', 'Bullet11']
14-3|16|3|18.75%|13|3|18.75%|[]
mushrooms|16|3|18.75%|13|3|18.75%|['Bullet03']
sonoma|16|3|18.75%|13|3|18.75%|[]
tustin|16|3|18.75%|13|3|18.75%|[]
disconnect|16|3|18.75%|13|3|18.75%|['Electrical Product Type', 'Bullet01']
drippers|16|3|18.75%|13|3|18.75%|[]
molded|16|3|18.75%|13|3|18.75%|[]
radial|16|3|18.75%|13|3|18.75%|['Bullet05', 'Bullet02']
50000|16|3|18.75%|13|3|18.75%|['Bullet01']
m3|17|4|23.53%|13|17|100.00%|['Size']
microbial|17|4|23.53%|13|14|82.35%|['Bullet04']
acoustic|17|4|23.53%|13|7|41.18%|['Bullet02', 'Paneling/Planking Type']
grommets|17|4|23.53%|13|5|29.41%|['Hand Tool Type', 'Bullet04', 'Bullet01', 'Bullet02']
diameter|17|4|23.53%|13|4|23.53%|['Bullet01']
arched|17|4|23.53%|13|4|23.53%|['Shape']
card|17|4|23.53%|13|4|23.53%|[]
harp|17|4|23.53%|13|4|23.53%|['Harp Style']
peen|17|4|23.53%|13|4|23.53%|[]
thinner|18|5|27.78%|13|5|27.78%|['Bullet04']
mens|18|5|27.78%|13|5|27.78%|['Size Base', 'Bullet04']
dollar|18|5|27.78%|13|5|27.78%|[]
walk-in|18|5|27.78%|13|5|27.78%|[]
neck|19|6|31.58%|13|12|63.16%|['Bullet03', 'Light Bulb Shape Code', 'Bullet04']
prep|19|6|31.58%|13|6|31.58%|['Bullet03']
jetted|19|6|31.58%|13|6|31.58%|['Bullet14']
hasp|19|6|31.58%|13|6|31.58%|['Bullet04', 'Type', 'Bullet01', 'Bullet02']
schoolhouse|20|7|35.00%|13|7|35.00%|['Bullet05', 'Collection Name', 'Chandelier/Pendant Type', 'Pendant Type']
farm|20|7|35.00%|13|7|35.00%|['Color/Finish', 'Bullet02']
live|21|8|38.10%|13|8|38.10%|['Bullet05', 'Holiday Decor Product Type']
reduction|21|8|38.10%|13|8|38.10%|['Bullet05', 'Water Filtration Technology', 'Bullet01', 'Bullet02']
nm|22|9|40.91%|13|16|72.73%|['Bullet03', 'Bullet04', 'Bullet02']
twine|22|9|40.91%|13|9|40.91%|['Color/Finish']
tyvek|23|10|43.48%|13|10|43.48%|['Bullet03', 'Bullet05', 'MFG Brand Name', 'Bullet01']
hinged|23|10|43.48%|13|10|43.48%|['Bullet01', 'Bullet04']
neon|23|10|43.48%|13|10|43.48%|['Color/Finish', 'Bullet02']
density|24|11|45.83%|13|11|45.83%|['Material', 'Bullet01', 'Bullet02']
backpack|25|12|48.00%|13|13|52.00%|['Tool Storage Product Type', 'Blower Type', 'Bullet01', 'Bullet02']
resurfacer|25|12|48.00%|13|12|48.00%|['Bullet03']
kettle|27|14|51.85%|13|14|51.85%|['Bullet06', 'Bullet01', 'Bullet02', 'Bullet04', 'Bullet11', 'Bullet03', 'Bullet05']
cabin|27|14|51.85%|13|14|51.85%|['Bullet03', 'Color/Finish', 'Bullet01']
vegetables|28|15|53.57%|13|20|71.43%|['Bullet03', 'Bullet04', 'Bullet01', 'Bullet02']
spider|28|15|53.57%|13|17|60.71%|['Bullet01', 'Bullet02', 'Bullet04', 'Plant variety', 'Bullet03', 'Pest Type']
direct|29|16|55.17%|13|17|58.62%|['Bullet03', 'Bullet05', 'Bullet09', 'Bullet07', 'Bullet02']
unlit|29|16|55.17%|13|16|55.17%|['Holiday Decor Product Type']
rosette|30|17|56.67%|13|20|66.67%|['Bullet03', 'Bullet07', 'Bullet04', 'Bullet01', 'Moulding Type']
beech|30|17|56.67%|13|18|60.00%|['Color/Finish', 'Bullet05', 'Bullet01', 'Bullet04']
violet|30|17|56.67%|13|17|56.67%|['Color/Finish', 'Color', 'Bullet02']
wheelbarrow|31|18|58.06%|13|20|64.52%|['Bullet01', 'Used with equipment type', 'Bullet02', 'Garden Center Tool Type', 'Fits models', 'Bullet03', 'Bullet05']
fascia|32|19|59.38%|13|19|59.38%|['Bullet03', 'Type', 'Bullet04']
data|34|21|61.76%|13|21|61.76%|['Bullet06', 'Bullet01', 'Bullet02', 'Bullet04', 'Bullet12', 'Bullet03', 'Application Type', 'Wall Plate Configuration']
banbury|35|22|62.86%|13|22|62.86%|['Bullet10', 'Collection Name', 'Bullet06', 'Bullet04', 'Bullet03', 'Bullet05']
eagle|35|22|62.86%|13|22|62.86%|['Bullet01', 'Bullet02', 'MFG Brand Name', 'Bullet04', 'Bullet03', 'Color/Finish']
sawzall|35|22|62.86%|13|22|62.86%|['Bullet03', 'Bullet07', 'Bullet04', 'Bullet01', 'Bullet02']
hotpoint|38|25|65.79%|13|25|65.79%|['MFG Brand Name']
melamine|40|27|67.50%|13|34|85.00%|['Bullet03', 'Color/Finish', 'Material', 'Bullet01', 'Bullet02']
estates|40|27|67.50%|13|27|67.50%|['Collection Name', 'Bullet02']
eaton|41|28|68.29%|13|28|68.29%|['MFG Brand Name', 'Bullet01', 'Bullet07']
ductless|41|28|68.29%|13|28|68.29%|['Vent Type', 'Bullet07', 'Bullet19']
santa|44|31|70.45%|13|32|72.73%|['Indoor Decor Theme', 'Color/Finish', 'Bullet18', 'Bullet01', 'Bullet02']
floral|44|31|70.45%|13|31|70.45%|['Pattern name', 'Pattern type', 'Kid and Teen Theme', 'Area Rug Pattern', 'Bullet04']
blanket|45|32|71.11%|13|32|71.11%|['Bullet06', 'Bullet01', 'Bullet02', 'Bullet12', 'Bullet03', 'Bullet05']
respirator|48|35|72.92%|13|36|75.00%|['Bullet06', 'Safety & Accessories Product Type', 'Bullet01', 'Bullet02', 'Bullet07', 'Bullet04', 'Bullet08', 'Bullet03', 'Bullet05']
mocha|48|35|72.92%|13|35|72.92%|['Front Color', 'Color', 'Color/Finish', 'Fixture Color/Finish', 'Top Color']
refill|48|35|72.92%|13|35|72.92%|['Application Method', 'Bullet06', 'Bullet01', 'Bullet02', 'Bullet04', 'Bullet03', 'Bullet05']
hdmi|49|36|73.47%|13|38|77.55%|['Bullet01', 'Bullet02', 'Bullet04', 'Connector Type', 'Bullet03', 'Bullet05', 'Cable Type']
framed|50|37|74.00%|13|49|98.00%|['Frame Type', 'Decor Product Type']
southern|50|37|74.00%|13|37|74.00%|['Bullet01', 'Bullet02', 'Bullet09', 'MFG Brand Name', 'Bullet04', 'Bullet03', 'Color/Finish', 'Bullet05']
hexagon|50|37|74.00%|13|37|74.00%|['Bullet03', 'Mosaic Sub Unit Length (in.)', 'Mosaic Sub Unit Width (in.)', 'Bullet02']
transformer|53|40|75.47%|13|42|79.25%|['Product Type', 'Bullet06', 'Bullet02', 'Accessory Type', 'Bullet07', 'Bullet04', 'Bullet08', 'Bullet03', 'Bullet05']
shaw|53|40|75.47%|13|40|75.47%|['MFG Brand Name', 'Bullet01', 'Bullet04']
nose|56|43|76.79%|13|55|98.21%|['Bullet01', 'Bullet02', 'Hand Tool Type', 'Bullet04']
smoke|76|63|82.89%|13|65|85.53%|['Bullet06', 'Bullet01', 'Bullet02', 'Alarm Type', 'MFG Brand Name', 'Bullet04', 'Electrical Product Type', 'Bullet11', 'Bullet03', 'Bullet05', 'Color/Finish']
roman|97|84|86.60%|13|84|86.60%|['Bullet10', 'Bath Faucet Type', 'Bullet06', 'Window Treatment Product Type', 'Bullet01', 'Bullet02', 'Bullet15', 'Bullet12', 'Bullet14', 'Bullet16', 'Bullet11', 'Color/Finish']
main|102|89|87.25%|13|89|87.25%|['Bullet10', 'Bullet06', 'Bullet01', 'Bullet02', 'Load Center Type', 'Bullet09', 'Bullet07', 'Bullet04', 'Bullet12', 'Bullet11', 'Bullet03', 'Bullet05']
pfister|117|104|88.89%|13|104|88.89%|['Fits Faucet Brand', 'Bullet01', 'Bullet02', 'MFG Brand Name', 'Bullet04', 'Bullet03']
tankles|12|0|0.00%|12|12|100.00%|[]
ureka|12|0|0.00%|12|12|100.00%|[]
see|12|0|0.00%|12|12|100.00%|[]
shirt|12|0|0.00%|12|12|100.00%|[]
lig|12|0|0.00%|12|11|91.67%|[]
ax|12|0|0.00%|12|10|83.33%|[]
69|12|0|0.00%|12|7|58.33%|[]
arien|12|0|0.00%|12|3|25.00%|[]
re|12|0|0.00%|12|3|25.00%|[]
55w|12|0|0.00%|12|2|16.67%|[]
unface|12|0|0.00%|12|2|16.67%|[]
akita|12|0|0.00%|12|2|16.67%|[]
fister|12|0|0.00%|12|1|8.33%|[]
scapes|12|0|0.00%|12|1|8.33%|[]
boo|12|0|0.00%|12|1|8.33%|[]
gaff|12|0|0.00%|12|1|8.33%|['Bullet04']
231|12|0|0.00%|12|1|8.33%|[]
lok|12|0|0.00%|12|1|8.33%|[]
belt/nail|12|0|0.00%|12|0|0.00%|[]
307701|12|0|0.00%|12|0|0.00%|[]
speck|12|0|0.00%|12|0|0.00%|[]
mirror18x20|12|0|0.00%|12|0|0.00%|[]
roby|12|0|0.00%|12|0|0.00%|[]
2g|12|0|0.00%|12|0|0.00%|[]
racket|12|0|0.00%|12|0|0.00%|[]
28inch|12|0|0.00%|12|0|0.00%|[]
2a|12|0|0.00%|12|0|0.00%|[]
llhampton|12|0|0.00%|12|0|0.00%|[]
mp70|12|0|0.00%|12|0|0.00%|[]
purification|12|0|0.00%|12|0|0.00%|[]
partially|12|0|0.00%|12|0|0.00%|[]
wife|12|0|0.00%|12|0|0.00%|[]
gsilestone|12|0|0.00%|12|0|0.00%|[]
topp|12|0|0.00%|12|0|0.00%|[]
32inch|12|0|0.00%|12|0|0.00%|[]
recesseingd|12|0|0.00%|12|0|0.00%|[]
18in|12|0|0.00%|12|0|0.00%|[]
astonish|12|0|0.00%|12|0|0.00%|[]
sonora|12|0|0.00%|12|0|0.00%|[]
cemet|12|0|0.00%|12|0|0.00%|[]
mh400|12|0|0.00%|12|0|0.00%|[]
doorsmoocher|12|0|0.00%|12|0|0.00%|[]
nonslip|12|0|0.00%|12|0|0.00%|[]
es250|12|0|0.00%|12|0|0.00%|[]
blasplash|12|0|0.00%|12|0|0.00%|[]
metaliks|12|0|0.00%|12|0|0.00%|[]
earthquaike|12|0|0.00%|12|0|0.00%|[]
fresher|12|0|0.00%|12|0|0.00%|[]
wheelbarow|12|0|0.00%|12|0|0.00%|[]
dolphin|12|0|0.00%|12|0|0.00%|[]
craters|12|0|0.00%|12|0|0.00%|[]
underpenning|12|0|0.00%|12|0|0.00%|[]
swivrl|12|0|0.00%|12|0|0.00%|[]
elongaterd|12|0|0.00%|12|0|0.00%|[]
35/28|12|0|0.00%|12|0|0.00%|[]
10'x10'|12|0|0.00%|12|0|0.00%|[]
ashwell|12|0|0.00%|12|0|0.00%|[]
used|12|0|0.00%|12|0|0.00%|[]
fraiming|12|0|0.00%|12|0|0.00%|[]
cornstalk|12|0|0.00%|12|0|0.00%|[]
fumigator|12|0|0.00%|12|0|0.00%|[]
dw535s|12|0|0.00%|12|0|0.00%|[]
restaint|12|0|0.00%|12|0|0.00%|[]
charged|12|0|0.00%|12|0|0.00%|[]
60x72|12|0|0.00%|12|0|0.00%|[]
knotches|12|0|0.00%|12|0|0.00%|[]
ridgefield|12|0|0.00%|12|0|0.00%|[]
cl_2844d|12|0|0.00%|12|0|0.00%|[]
lunada|12|0|0.00%|12|0|0.00%|[]
scoville|12|0|0.00%|12|0|0.00%|[]
20x16|12|0|0.00%|12|0|0.00%|[]
chinking|12|0|0.00%|12|0|0.00%|[]
ligghts|12|0|0.00%|12|0|0.00%|[]
wingnut|12|0|0.00%|12|0|0.00%|[]
bl0698-c1414gg|12|0|0.00%|12|0|0.00%|[]
restance|12|0|0.00%|12|0|0.00%|[]
hl15s|12|0|0.00%|12|0|0.00%|[]
soffet|12|0|0.00%|12|0|0.00%|[]
paneks|12|0|0.00%|12|0|0.00%|[]
granitne|12|0|0.00%|12|0|0.00%|[]
jab|12|0|0.00%|12|0|0.00%|[]
subpumps|12|0|0.00%|12|0|0.00%|[]
federal|12|0|0.00%|12|0|0.00%|[]
coffee3|12|0|0.00%|12|0|0.00%|[]
doos|12|0|0.00%|12|0|0.00%|[]
luminarias|12|0|0.00%|12|0|0.00%|['Bullet02']
dusting|12|0|0.00%|12|0|0.00%|[]
greem|12|0|0.00%|12|0|0.00%|[]
floods|12|0|0.00%|12|0|0.00%|[]
f35cw-u-m|12|0|0.00%|12|0|0.00%|[]
patioo|12|0|0.00%|12|0|0.00%|[]
steqamers|12|0|0.00%|12|0|0.00%|[]
rejuviati|12|0|0.00%|12|0|0.00%|[]
tun|12|0|0.00%|12|0|0.00%|[]
cabinents|12|0|0.00%|12|0|0.00%|[]
2188808|12|0|0.00%|12|0|0.00%|[]
rools|12|0|0.00%|12|0|0.00%|[]
vbration|12|0|0.00%|12|0|0.00%|[]
wastel|12|0|0.00%|12|0|0.00%|[]
cadelabra|12|0|0.00%|12|0|0.00%|[]
divided|12|0|0.00%|12|0|0.00%|['Bullet04']
weel|12|0|0.00%|12|0|0.00%|[]
latice|12|0|0.00%|12|0|0.00%|[]
fna510014|12|0|0.00%|12|0|0.00%|[]
hardw|12|0|0.00%|12|0|0.00%|[]
miniture|12|0|0.00%|12|0|0.00%|[]
threading|12|0|0.00%|12|0|0.00%|[]
corragated|12|0|0.00%|12|0|0.00%|[]
vaccume|12|0|0.00%|12|0|0.00%|[]
reich|12|0|0.00%|12|0|0.00%|[]
marlin|12|0|0.00%|12|0|0.00%|[]
